CODI_PROVINCIA;PROVINCIA;CODI_MUNICIPI;MUNICIPI;ESTACIO;CODI_CONTAMINANT;ANY;MES;DIA;H12;V12
8;Barcelona;19;Barcelona;54;6;2024;3;24;0.2;V
8;Barcelona;19;Barcelona;54;6;2024;3;25;0.2;V
8;Barcelona;19;Barcelona;54;6;2024;3;26;0.2;V
8;Barcelona;19;Barcelona;54;6;2024;3;27;0.2;V
8;Barcelona;19;Barcelona;54;6;2024;3;28;0.2;V
8;Barcelona;19;Barcelona;54;6;2024;3;29;0.2;V
8;Barcelona;19;Barcelona;54;6;2024;3;30;0.2;V
8;Barcelona;19;Barcelona;54;6;2024;3;31;0.2;V
8;Barcelona;19;Barcelona;54;7;2024;3;1;NA;N
8;Barcelona;19;Barcelona;54;7;2024;3;2;1;V
8;Barcelona;19;Barcelona;54;7;2024;3;3;2;V
8;Barcelona;19;Barcelona;54;7;2024;3;4;3;V
8;Barcelona;19;Barcelona;54;7;2024;3;5;3;V
8;Barcelona;19;Barcelona;54;7;2024;3;6;2;V
8;Barcelona;19;Barcelona;54;7;2024;3;7;4;V
8;Barcelona;19;Barcelona;54;7;2024;3;8;2;V
8;Barcelona;19;Barcelona;54;7;2024;3;9;1;V
8;Barcelona;19;Barcelona;54;7;2024;3;10;2;V
8;Barcelona;19;Barcelona;54;7;2024;3;11;4;V
8;Barcelona;19;Barcelona;54;7;2024;3;12;1;V
8;Barcelona;19;Barcelona;54;7;2024;3;13;12;V
8;Barcelona;19;Barcelona;54;7;2024;3;14;3;V
8;Barcelona;19;Barcelona;54;7;2024;3;15;3;V
8;Barcelona;19;Barcelona;54;7;2024;3;16;9;V
8;Barcelona;19;Barcelona;54;7;2024;3;17;3;V
8;Barcelona;19;Barcelona;54;7;2024;3;18;7;V
8;Barcelona;19;Barcelona;54;7;2024;3;19;12;V
8;Barcelona;19;Barcelona;54;7;2024;3;20;3;V
8;Barcelona;19;Barcelona;54;7;2024;3;21;2;V
8;Barcelona;19;Barcelona;54;7;2024;3;22;9;V
8;Barcelona;19;Barcelona;54;7;2024;3;23;5;V
8;Barcelona;19;Barcelona;54;7;2024;3;24;1;V
8;Barcelona;19;Barcelona;54;7;2024;3;25;4;V
8;Barcelona;19;Barcelona;54;7;2024;3;26;4;V
8;Barcelona;19;Barcelona;54;7;2024;3;27;2;V
8;Barcelona;19;Barcelona;54;7;2024;3;28;2;V
8;Barcelona;19;Barcelona;54;7;2024;3;29;1;V
8;Barcelona;19;Barcelona;54;7;2024;3;30;1;V
8;Barcelona;19;Barcelona;54;7;2024;3;31;1;V
8;Barcelona;19;Barcelona;54;8;2024;3;1;NA;N
8;Barcelona;19;Barcelona;54;8;2024;3;2;7;V
8;Barcelona;19;Barcelona;54;8;2024;3;3;12;V
8;Barcelona;19;Barcelona;54;8;2024;3;4;8;V
8;Barcelona;19;Barcelona;54;8;2024;3;5;8;V
8;Barcelona;19;Barcelona;54;8;2024;3;6;8;V
8;Barcelona;19;Barcelona;54;8;2024;3;7;23;V
8;Barcelona;19;Barcelona;54;8;2024;3;8;9;V
8;Barcelona;19;Barcelona;54;8;2024;3;9;11;V
8;Barcelona;19;Barcelona;54;8;2024;3;10;6;V
8;Barcelona;19;Barcelona;54;8;2024;3;11;10;V
8;Barcelona;19;Barcelona;54;8;2024;3;12;7;V
8;Barcelona;19;Barcelona;54;8;2024;3;13;34;V
8;Barcelona;19;Barcelona;54;8;2024;3;14;14;V
8;Barcelona;19;Barcelona;54;8;2024;3;15;14;V
8;Barcelona;19;Barcelona;54;8;2024;3;16;38;V
8;Barcelona;19;Barcelona;54;8;2024;3;17;15;V
8;Barcelona;19;Barcelona;54;8;2024;3;18;21;V
8;Barcelona;19;Barcelona;54;8;2024;3;19;38;V
8;Barcelona;19;Barcelona;54;8;2024;3;20;14;V
8;Barcelona;19;Barcelona;54;8;2024;3;21;9;V
8;Barcelona;19;Barcelona;54;8;2024;3;22;40;V
8;Barcelona;19;Barcelona;54;8;2024;3;23;23;V
8;Barcelona;19;Barcelona;54;8;2024;3;24;5;V
8;Barcelona;19;Barcelona;54;8;2024;3;25;25;V
8;Barcelona;19;Barcelona;54;8;2024;3;26;20;V
8;Barcelona;19;Barcelona;54;8;2024;3;27;8;V
8;Barcelona;19;Barcelona;54;8;2024;3;28;7;V
8;Barcelona;19;Barcelona;54;8;2024;3;29;6;V
8;Barcelona;19;Barcelona;54;8;2024;3;30;5;V
8;Barcelona;19;Barcelona;54;8;2024;3;31;5;V
8;Barcelona;19;Barcelona;54;10;2024;3;1;NA;N
8;Barcelona;19;Barcelona;54;10;2024;3;2;19;V
8;Barcelona;19;Barcelona;54;10;2024;3;3;8;V
8;Barcelona;19;Barcelona;54;10;2024;3;4;10;V
8;Barcelona;19;Barcelona;54;10;2024;3;5;12;V
8;Barcelona;19;Barcelona;54;10;2024;3;6;17;V
8;Barcelona;19;Barcelona;54;10;2024;3;7;19;V
8;Barcelona;19;Barcelona;54;10;2024;3;8;4;V
8;Barcelona;19;Barcelona;54;10;2024;3;9;24;V
8;Barcelona;19;Barcelona;54;10;2024;3;10;6;V
8;Barcelona;19;Barcelona;54;10;2024;3;11;10;V
8;Barcelona;19;Barcelona;54;10;2024;3;12;13;V
8;Barcelona;19;Barcelona;54;10;2024;3;13;31;V
8;Barcelona;19;Barcelona;54;10;2024;3;14;22;V
8;Barcelona;19;Barcelona;54;10;2024;3;15;NA;N
8;Barcelona;19;Barcelona;54;10;2024;3;16;36;V
8;Barcelona;19;Barcelona;54;10;2024;3;17;27;V
8;Barcelona;19;Barcelona;54;10;2024;3;18;NA;N
8;Barcelona;19;Barcelona;54;10;2024;3;19;31;V
8;Barcelona;19;Barcelona;54;10;2024;3;20;16;V
8;Barcelona;19;Barcelona;54;10;2024;3;21;9;V
8;Barcelona;19;Barcelona;54;10;2024;3;22;61;V
8;Barcelona;19;Barcelona;54;10;2024;3;23;29;V
8;Barcelona;19;Barcelona;54;10;2024;3;24;18;V
8;Barcelona;19;Barcelona;54;10;2024;3;25;12;V
8;Barcelona;19;Barcelona;54;10;2024;3;26;14;V
8;Barcelona;19;Barcelona;54;10;2024;3;27;8;V
8;Barcelona;19;Barcelona;54;10;2024;3;28;10;V
8;Barcelona;19;Barcelona;54;10;2024;3;29;36;V
8;Barcelona;19;Barcelona;54;10;2024;3;30;5;V
8;Barcelona;19;Barcelona;54;10;2024;3;31;10;V
8;Barcelona;19;Barcelona;54;12;2024;3;1;NA;N
8;Barcelona;19;Barcelona;54;12;2024;3;2;8;V
8;Barcelona;19;Barcelona;54;12;2024;3;3;16;V
8;Barcelona;19;Barcelona;54;12;2024;3;4;12;V
8;Barcelona;19;Barcelona;54;12;2024;3;5;13;V
8;Barcelona;19;Barcelona;54;12;2024;3;6;11;V
8;Barcelona;19;Barcelona;54;12;2024;3;7;29;V
8;Barcelona;19;Barcelona;54;12;2024;3;8;11;V
8;Barcelona;19;Barcelona;54;12;2024;3;9;12;V
8;Barcelona;19;Barcelona;54;12;2024;3;10;9;V
8;Barcelona;19;Barcelona;54;12;2024;3;11;15;V
8;Barcelona;19;Barcelona;54;12;2024;3;12;9;V
8;Barcelona;19;Barcelona;54;12;2024;3;13;51;V
8;Barcelona;19;Barcelona;54;12;2024;3;14;19;V
8;Barcelona;19;Barcelona;54;12;2024;3;15;18;V
8;Barcelona;19;Barcelona;54;12;2024;3;16;52;V
8;Barcelona;19;Barcelona;54;12;2024;3;17;20;V
8;Barcelona;19;Barcelona;54;12;2024;3;18;32;V
8;Barcelona;19;Barcelona;54;12;2024;3;19;57;V
8;Barcelona;19;Barcelona;54;12;2024;3;20;19;V
8;Barcelona;19;Barcelona;54;12;2024;3;21;11;V
8;Barcelona;19;Barcelona;54;12;2024;3;22;54;V
8;Barcelona;19;Barcelona;54;12;2024;3;23;32;V
8;Barcelona;19;Barcelona;54;12;2024;3;24;6;V
8;Barcelona;19;Barcelona;54;12;2024;3;25;30;V
8;Barcelona;19;Barcelona;54;12;2024;3;26;26;V
8;Barcelona;19;Barcelona;54;12;2024;3;27;11;V
8;Barcelona;19;Barcelona;54;12;2024;3;28;9;V
8;Barcelona;19;Barcelona;54;12;2024;3;29;8;V
8;Barcelona;19;Barcelona;54;12;2024;3;30;8;V
8;Barcelona;19;Barcelona;54;12;2024;3;31;6;V
8;Barcelona;19;Barcelona;54;14;2024;3;1;NA;N
8;Barcelona;19;Barcelona;54;14;2024;3;2;88;V
8;Barcelona;19;Barcelona;54;14;2024;3;3;65;V
8;Barcelona;19;Barcelona;54;14;2024;3;4;77;V
8;Barcelona;19;Barcelona;54;14;2024;3;5;63;V
8;Barcelona;19;Barcelona;54;14;2024;3;6;74;V
8;Barcelona;19;Barcelona;54;14;2024;3;7;78;V
8;Barcelona;19;Barcelona;54;14;2024;3;8;87;V
8;Barcelona;19;Barcelona;54;14;2024;3;9;79;V
8;Barcelona;19;Barcelona;54;14;2024;3;10;79;V
8;Barcelona;19;Barcelona;54;14;2024;3;11;67;V
8;Barcelona;19;Barcelona;54;14;2024;3;12;83;V
8;Barcelona;19;Barcelona;54;14;2024;3;13;55;V
8;Barcelona;19;Barcelona;54;14;2024;3;14;92;V
8;Barcelona;19;Barcelona;54;14;2024;3;15;84;V
8;Barcelona;19;Barcelona;54;14;2024;3;16;71;V
8;Barcelona;19;Barcelona;54;14;2024;3;17;85;V
8;Barcelona;19;Barcelona;54;14;2024;3;18;57;V
8;Barcelona;19;Barcelona;54;14;2024;3;19;50;V
8;Barcelona;19;Barcelona;54;14;2024;3;20;81;V
8;Barcelona;19;Barcelona;54;14;2024;3;21;87;V
8;Barcelona;19;Barcelona;54;14;2024;3;22;71;V
8;Barcelona;19;Barcelona;54;14;2024;3;23;70;V
8;Barcelona;19;Barcelona;54;14;2024;3;24;74;V
8;Barcelona;19;Barcelona;54;14;2024;3;25;62;V
8;Barcelona;19;Barcelona;54;14;2024;3;26;53;V
8;Barcelona;19;Barcelona;54;14;2024;3;27;73;V
8;Barcelona;19;Barcelona;54;14;2024;3;28;87;V
8;Barcelona;19;Barcelona;54;14;2024;3;29;80;V
8;Barcelona;19;Barcelona;54;14;2024;3;30;90;V
8;Barcelona;19;Barcelona;54;14;2024;3;31;82;V
8;Barcelona;19;Barcelona;54;22;2024;3;1;NA;N
8;Barcelona;19;Barcelona;54;22;2024;3;2;371;V
8;Barcelona;19;Barcelona;54;22;2024;3;3;534;V
8;Barcelona;19;Barcelona;54;22;2024;3;4;297;V
8;Barcelona;19;Barcelona;54;22;2024;3;5;423;V
8;Barcelona;19;Barcelona;54;22;2024;3;6;397;V
8;Barcelona;19;Barcelona;54;22;2024;3;7;792;V
8;Barcelona;19;Barcelona;54;22;2024;3;8;235;V
8;Barcelona;19;Barcelona;54;22;2024;3;9;381;V
8;Barcelona;19;Barcelona;54;22;2024;3;10;202;V
8;Barcelona;19;Barcelona;54;22;2024;3;11;389;V
8;Barcelona;19;Barcelona;54;22;2024;3;12;264;V
8;Barcelona;19;Barcelona;54;22;2024;3;13;1345;V
8;Barcelona;19;Barcelona;54;22;2024;3;14;593;V
8;Barcelona;19;Barcelona;54;22;2024;3;15;1113;V
8;Barcelona;19;Barcelona;54;22;2024;3;16;1759;V
8;Barcelona;19;Barcelona;54;22;2024;3;17;1186;V
8;Barcelona;19;Barcelona;54;22;2024;3;18;1252;V
8;Barcelona;19;Barcelona;54;22;2024;3;19;1600;V
8;Barcelona;19;Barcelona;54;22;2024;3;20;545;V
8;Barcelona;19;Barcelona;54;22;2024;3;21;502;V
8;Barcelona;19;Barcelona;54;22;2024;3;22;1814;V
8;Barcelona;19;Barcelona;54;22;2024;3;23;1074;V
8;Barcelona;19;Barcelona;54;22;2024;3;24;238;V
8;Barcelona;19;Barcelona;54;22;2024;3;25;610;V
8;Barcelona;19;Barcelona;54;22;2024;3;26;750;V
8;Barcelona;19;Barcelona;54;22;2024;3;27;282;V
8;Barcelona;19;Barcelona;54;22;2024;3;28;199;V
8;Barcelona;19;Barcelona;54;22;2024;3;29;412;V
8;Barcelona;19;Barcelona;54;22;2024;3;30;209;V
8;Barcelona;19;Barcelona;54;22;2024;3;31;212;V
8;Barcelona;19;Barcelona;54;901;2024;3;1;NA;N
8;Barcelona;19;Barcelona;54;901;2024;3;2;0;V
8;Barcelona;19;Barcelona;54;901;2024;3;3;0;V
8;Barcelona;19;Barcelona;54;901;2024;3;4;0;V
8;Barcelona;19;Barcelona;54;901;2024;3;5;0;V
8;Barcelona;19;Barcelona;54;901;2024;3;6;0;V
8;Barcelona;19;Barcelona;54;901;2024;3;7;0;V
8;Barcelona;19;Barcelona;54;901;2024;3;8;0;V
8;Barcelona;19;Barcelona;54;901;2024;3;9;0;V
8;Barcelona;19;Barcelona;54;901;2024;3;10;0;V
8;Barcelona;19;Barcelona;54;901;2024;3;11;0;V
8;Barcelona;19;Barcelona;54;901;2024;3;12;0;V
8;Barcelona;19;Barcelona;54;901;2024;3;13;0;V
8;Barcelona;19;Barcelona;54;901;2024;3;14;0;V
8;Barcelona;19;Barcelona;54;901;2024;3;15;0;V
8;Barcelona;19;Barcelona;54;901;2024;3;16;0;V
8;Barcelona;19;Barcelona;54;901;2024;3;17;0;V
8;Barcelona;19;Barcelona;54;901;2024;3;18;0;V
8;Barcelona;19;Barcelona;54;901;2024;3;19;0;V
8;Barcelona;19;Barcelona;54;901;2024;3;20;0;V
8;Barcelona;19;Barcelona;54;901;2024;3;21;0;V
8;Barcelona;19;Barcelona;54;901;2024;3;22;0;V
8;Barcelona;19;Barcelona;54;901;2024;3;23;0;V
8;Barcelona;19;Barcelona;54;901;2024;3;24;0;V
8;Barcelona;19;Barcelona;54;901;2024;3;25;0;V
8;Barcelona;19;Barcelona;54;901;2024;3;26;0;V
8;Barcelona;19;Barcelona;54;901;2024;3;27;0;V
8;Barcelona;19;Barcelona;54;901;2024;3;28;0;V
8;Barcelona;19;Barcelona;54;901;2024;3;29;0;V
8;Barcelona;19;Barcelona;54;901;2024;3;30;0;V
8;Barcelona;19;Barcelona;54;901;2024;3;31;0;V
8;Barcelona;19;Barcelona;54;996;2024;3;1;NA;N
8;Barcelona;19;Barcelona;54;996;2024;3;2;1076;V
8;Barcelona;19;Barcelona;54;996;2024;3;3;1064;V
8;Barcelona;19;Barcelona;54;996;2024;3;4;1076;V
8;Barcelona;19;Barcelona;54;996;2024;3;5;1064;V
8;Barcelona;19;Barcelona;54;996;2024;3;6;1064.3;V
8;Barcelona;19;Barcelona;54;996;2024;3;7;1051.2;V
8;Barcelona;19;Barcelona;54;996;2024;3;8;1051;V
8;Barcelona;19;Barcelona;54;996;2024;3;9;1076;V
8;Barcelona;19;Barcelona;54;996;2024;3;10;1076;V
8;Barcelona;19;Barcelona;54;996;2024;3;11;1089;V
8;Barcelona;19;Barcelona;54;996;2024;3;12;1064;V
8;Barcelona;19;Barcelona;54;996;2024;3;13;1076;V
8;Barcelona;19;Barcelona;54;996;2024;3;14;1089;V
8;Barcelona;19;Barcelona;54;996;2024;3;15;1075.5;V
8;Barcelona;19;Barcelona;54;996;2024;3;16;1048.9;V
8;Barcelona;19;Barcelona;54;996;2024;3;17;1064;V
8;Barcelona;19;Barcelona;54;996;2024;3;18;1042.5;V
8;Barcelona;19;Barcelona;54;996;2024;3;19;1076;V
8;Barcelona;19;Barcelona;54;996;2024;3;20;1051.2;V
8;Barcelona;19;Barcelona;54;996;2024;3;21;1083.4;V
8;Barcelona;19;Barcelona;54;996;2024;3;22;1076;V
8;Barcelona;19;Barcelona;54;996;2024;3;23;1050.5;V
8;Barcelona;19;Barcelona;54;996;2024;3;24;1064;V
8;Barcelona;19;Barcelona;54;996;2024;3;25;1051;V
8;Barcelona;19;Barcelona;54;996;2024;3;26;1064;V
8;Barcelona;19;Barcelona;54;996;2024;3;27;1076;V
8;Barcelona;19;Barcelona;54;996;2024;3;28;1076;V
8;Barcelona;19;Barcelona;54;996;2024;3;29;1064;V
8;Barcelona;19;Barcelona;54;996;2024;3;30;1076;V
8;Barcelona;19;Barcelona;54;996;2024;3;31;1076;V
8;Barcelona;19;Barcelona;54;997;2024;3;1;NA;N
8;Barcelona;19;Barcelona;54;997;2024;3;2;3893;V
8;Barcelona;19;Barcelona;54;997;2024;3;3;3905;V
8;Barcelona;19;Barcelona;54;997;2024;3;4;3893;V
8;Barcelona;19;Barcelona;54;997;2024;3;5;3905;V
8;Barcelona;19;Barcelona;54;997;2024;3;6;3904.8;V
8;Barcelona;19;Barcelona;54;997;2024;3;7;3917.9;V
8;Barcelona;19;Barcelona;54;997;2024;3;8;3918;V
8;Barcelona;19;Barcelona;54;997;2024;3;9;3893;V
8;Barcelona;19;Barcelona;54;997;2024;3;10;3893;V
8;Barcelona;19;Barcelona;54;997;2024;3;11;3880;V
8;Barcelona;19;Barcelona;54;997;2024;3;12;3905;V
8;Barcelona;19;Barcelona;54;997;2024;3;13;3893;V
8;Barcelona;19;Barcelona;54;997;2024;3;14;3880;V
8;Barcelona;19;Barcelona;54;997;2024;3;15;3893.5;V
8;Barcelona;19;Barcelona;54;997;2024;3;16;3920.1;V
8;Barcelona;19;Barcelona;54;997;2024;3;17;3905;V
8;Barcelona;19;Barcelona;54;997;2024;3;18;3926.5;V
8;Barcelona;19;Barcelona;54;997;2024;3;19;3893;V
8;Barcelona;19;Barcelona;54;997;2024;3;20;3917.8;V
8;Barcelona;19;Barcelona;54;997;2024;3;21;3885.7;V
8;Barcelona;19;Barcelona;54;997;2024;3;22;3893;V
8;Barcelona;19;Barcelona;54;997;2024;3;23;3918.6;V
8;Barcelona;19;Barcelona;54;997;2024;3;24;3905;V
8;Barcelona;19;Barcelona;54;997;2024;3;25;3918;V
8;Barcelona;19;Barcelona;54;997;2024;3;26;3905;V
8;Barcelona;19;Barcelona;54;997;2024;3;27;3893;V
8;Barcelona;19;Barcelona;54;997;2024;3;28;3893;V
8;Barcelona;19;Barcelona;54;997;2024;3;29;3905;V
8;Barcelona;19;Barcelona;54;997;2024;3;30;3893;V
8;Barcelona;19;Barcelona;54;997;2024;3;31;3893;V
8;Barcelona;19;Barcelona;54;998;2024;3;1;NA;N
8;Barcelona;19;Barcelona;54;998;2024;3;2;4969;V
8;Barcelona;19;Barcelona;54;998;2024;3;3;4969;V
8;Barcelona;19;Barcelona;54;998;2024;3;4;4969;V
8;Barcelona;19;Barcelona;54;998;2024;3;5;4969;V
8;Barcelona;19;Barcelona;54;998;2024;3;6;4969;V
8;Barcelona;19;Barcelona;54;998;2024;3;7;4969;V
8;Barcelona;19;Barcelona;54;998;2024;3;8;4969;V
8;Barcelona;19;Barcelona;54;998;2024;3;9;4969;V
8;Barcelona;19;Barcelona;54;998;2024;3;10;4969;V
8;Barcelona;19;Barcelona;54;998;2024;3;11;4969;V
8;Barcelona;19;Barcelona;54;998;2024;3;12;4969;V
8;Barcelona;19;Barcelona;54;998;2024;3;13;4969;V
8;Barcelona;19;Barcelona;54;998;2024;3;14;4969;V
8;Barcelona;19;Barcelona;54;998;2024;3;15;4969;V
8;Barcelona;19;Barcelona;54;998;2024;3;16;4969;V
8;Barcelona;19;Barcelona;54;998;2024;3;17;4969;V
8;Barcelona;19;Barcelona;54;998;2024;3;18;4969;V
8;Barcelona;19;Barcelona;54;998;2024;3;19;4969;V
8;Barcelona;19;Barcelona;54;998;2024;3;20;4969;V
8;Barcelona;19;Barcelona;54;998;2024;3;21;4969;V
8;Barcelona;19;Barcelona;54;998;2024;3;22;4969;V
8;Barcelona;19;Barcelona;54;998;2024;3;23;4969;V
8;Barcelona;19;Barcelona;54;998;2024;3;24;4969;V
8;Barcelona;19;Barcelona;54;998;2024;3;25;4969;V
8;Barcelona;19;Barcelona;54;998;2024;3;26;4969;V
8;Barcelona;19;Barcelona;54;998;2024;3;27;4969;V
8;Barcelona;19;Barcelona;54;998;2024;3;28;4969;V
8;Barcelona;19;Barcelona;54;998;2024;3;29;4969;V
8;Barcelona;19;Barcelona;54;998;2024;3;30;4969;V
8;Barcelona;19;Barcelona;54;998;2024;3;31;4969;V
8;Barcelona;19;Barcelona;54;999;2024;3;1;NA;N
8;Barcelona;19;Barcelona;54;999;2024;3;2;23.4;V
8;Barcelona;19;Barcelona;54;999;2024;3;3;22;V
8;Barcelona;19;Barcelona;54;999;2024;3;4;13.4;V
8;Barcelona;19;Barcelona;54;999;2024;3;5;20.7;V
8;Barcelona;19;Barcelona;54;999;2024;3;6;10.6;V
8;Barcelona;19;Barcelona;54;999;2024;3;7;8.4;V
8;Barcelona;19;Barcelona;54;999;2024;3;8;19;V
8;Barcelona;19;Barcelona;54;999;2024;3;9;5.6;V
8;Barcelona;19;Barcelona;54;999;2024;3;10;19.7;V
8;Barcelona;19;Barcelona;54;999;2024;3;11;13.6;V
8;Barcelona;19;Barcelona;54;999;2024;3;12;14.3;V
8;Barcelona;19;Barcelona;54;999;2024;3;13;18.6;V
8;Barcelona;19;Barcelona;54;999;2024;3;14;16.2;V
8;Barcelona;19;Barcelona;54;999;2024;3;15;8.7;V
8;Barcelona;19;Barcelona;54;999;2024;3;16;15.9;V
8;Barcelona;19;Barcelona;54;999;2024;3;17;11.6;V
8;Barcelona;19;Barcelona;54;999;2024;3;18;8.8;V
8;Barcelona;19;Barcelona;54;999;2024;3;19;11;V
8;Barcelona;19;Barcelona;54;999;2024;3;20;10.8;V
8;Barcelona;19;Barcelona;54;999;2024;3;21;11.4;V
8;Barcelona;19;Barcelona;54;999;2024;3;22;14.3;V
8;Barcelona;19;Barcelona;54;999;2024;3;23;18.9;V
8;Barcelona;19;Barcelona;54;999;2024;3;24;15.9;V
8;Barcelona;19;Barcelona;54;999;2024;3;25;9.6;V
8;Barcelona;19;Barcelona;54;999;2024;3;26;10.5;V
8;Barcelona;19;Barcelona;54;999;2024;3;27;21.5;V
8;Barcelona;19;Barcelona;54;999;2024;3;28;13;V
8;Barcelona;19;Barcelona;54;999;2024;3;29;10.9;V
8;Barcelona;19;Barcelona;54;999;2024;3;30;28.6;V
8;Barcelona;19;Barcelona;54;999;2024;3;31;12.1;V
8;Barcelona;19;Barcelona;57;1;2024;3;1;3;V
8;Barcelona;19;Barcelona;57;1;2024;3;2;3;V
8;Barcelona;19;Barcelona;57;1;2024;3;3;3;V
8;Barcelona;19;Barcelona;57;1;2024;3;4;3;V
8;Barcelona;19;Barcelona;57;1;2024;3;5;4;V
8;Barcelona;19;Barcelona;57;1;2024;3;6;NA;N
8;Barcelona;19;Barcelona;57;1;2024;3;7;4;V
8;Barcelona;19;Barcelona;57;1;2024;3;8;3;V
8;Barcelona;19;Barcelona;57;1;2024;3;9;3;V
8;Barcelona;19;Barcelona;57;1;2024;3;10;3;V
8;Barcelona;19;Barcelona;57;1;2024;3;11;3;V
8;Barcelona;19;Barcelona;57;1;2024;3;12;3;V
8;Barcelona;19;Barcelona;57;1;2024;3;13;4;V
8;Barcelona;19;Barcelona;57;1;2024;3;14;3;V
8;Barcelona;19;Barcelona;57;1;2024;3;15;4;V
8;Barcelona;19;Barcelona;57;1;2024;3;16;7;V
8;Barcelona;19;Barcelona;57;1;2024;3;17;5;V
8;Barcelona;19;Barcelona;57;1;2024;3;18;4;V
8;Barcelona;19;Barcelona;57;1;2024;3;19;NA;N
8;Barcelona;19;Barcelona;57;1;2024;3;20;4;V
8;Barcelona;19;Barcelona;57;1;2024;3;21;3;V
8;Barcelona;19;Barcelona;57;1;2024;3;22;4;V
8;Barcelona;19;Barcelona;57;1;2024;3;23;5;V
8;Barcelona;19;Barcelona;57;1;2024;3;24;4;V
8;Barcelona;19;Barcelona;57;1;2024;3;25;3;V
8;Barcelona;19;Barcelona;57;1;2024;3;26;3;V
8;Barcelona;19;Barcelona;57;1;2024;3;27;3;V
8;Barcelona;19;Barcelona;57;1;2024;3;28;3;V
8;Barcelona;19;Barcelona;57;1;2024;3;29;3;V
8;Barcelona;19;Barcelona;57;1;2024;3;30;4;V
8;Barcelona;19;Barcelona;57;1;2024;3;31;3;V
8;Barcelona;19;Barcelona;57;6;2024;3;1;0.3;V
8;Barcelona;19;Barcelona;57;6;2024;3;2;0.2;V
8;Barcelona;19;Barcelona;57;6;2024;3;3;0.3;V
8;Barcelona;19;Barcelona;57;6;2024;3;4;0.5;V
8;Barcelona;19;Barcelona;57;6;2024;3;5;0.3;V
8;Barcelona;19;Barcelona;57;6;2024;3;6;NA;N
8;Barcelona;19;Barcelona;57;6;2024;3;7;0.3;V
8;Barcelona;19;Barcelona;57;6;2024;3;8;0.3;V
8;Barcelona;19;Barcelona;57;6;2024;3;9;0.3;V
8;Barcelona;19;Barcelona;57;6;2024;3;10;0.4;V
8;Barcelona;19;Barcelona;57;6;2024;3;11;0.3;V
8;Barcelona;19;Barcelona;57;6;2024;3;12;0.3;V
8;Barcelona;19;Barcelona;57;6;2024;3;13;0.3;V
8;Barcelona;19;Barcelona;57;6;2024;3;14;0.3;V
8;Barcelona;19;Barcelona;57;6;2024;3;15;0.3;V
8;Barcelona;19;Barcelona;57;6;2024;3;16;0.2;V
8;Barcelona;19;Barcelona;57;6;2024;3;17;0.1;V
8;Barcelona;19;Barcelona;57;6;2024;3;18;0.3;V
8;Barcelona;19;Barcelona;57;6;2024;3;19;NA;N
8;Barcelona;19;Barcelona;57;6;2024;3;20;0.2;V
8;Barcelona;19;Barcelona;57;6;2024;3;21;0.2;V
8;Barcelona;19;Barcelona;57;6;2024;3;22;0.3;V
8;Barcelona;19;Barcelona;57;6;2024;3;23;0.4;V
8;Barcelona;19;Barcelona;57;6;2024;3;24;0.2;V
8;Barcelona;19;Barcelona;57;6;2024;3;25;0.2;V
8;Barcelona;19;Barcelona;57;6;2024;3;26;0.3;V
8;Barcelona;19;Barcelona;57;6;2024;3;27;0.4;V
8;Barcelona;19;Barcelona;57;6;2024;3;28;0.3;V
8;Barcelona;19;Barcelona;57;6;2024;3;29;0.3;V
8;Barcelona;19;Barcelona;57;6;2024;3;30;0.3;V
8;Barcelona;19;Barcelona;57;6;2024;3;31;0.4;V
8;Barcelona;19;Barcelona;57;7;2024;3;1;3;V
8;Barcelona;19;Barcelona;57;7;2024;3;2;2;V
8;Barcelona;19;Barcelona;57;7;2024;3;3;2;V
8;Barcelona;19;Barcelona;57;7;2024;3;4;3;V
8;Barcelona;19;Barcelona;57;7;2024;3;5;3;V
8;Barcelona;19;Barcelona;57;7;2024;3;6;NA;N
8;Barcelona;19;Barcelona;57;7;2024;3;7;7;V
8;Barcelona;19;Barcelona;57;7;2024;3;8;2;V
8;Barcelona;19;Barcelona;57;7;2024;3;9;1;V
8;Barcelona;19;Barcelona;57;7;2024;3;10;2;V
8;Barcelona;19;Barcelona;57;7;2024;3;11;3;V
8;Barcelona;19;Barcelona;57;7;2024;3;12;3;V
8;Barcelona;19;Barcelona;57;7;2024;3;13;10;V
8;Barcelona;19;Barcelona;57;7;2024;3;14;2;V
8;Barcelona;19;Barcelona;57;7;2024;3;15;4;V
8;Barcelona;19;Barcelona;57;7;2024;3;16;14;V
8;Barcelona;19;Barcelona;57;7;2024;3;17;2;V
8;Barcelona;19;Barcelona;57;7;2024;3;18;9;V
8;Barcelona;19;Barcelona;57;7;2024;3;19;NA;N
8;Barcelona;19;Barcelona;57;7;2024;3;20;3;V
8;Barcelona;19;Barcelona;57;7;2024;3;21;2;V
8;Barcelona;19;Barcelona;57;7;2024;3;22;6;V
8;Barcelona;19;Barcelona;57;7;2024;3;23;6;V
8;Barcelona;19;Barcelona;57;7;2024;3;24;2;V
8;Barcelona;19;Barcelona;57;7;2024;3;25;2;V
8;Barcelona;19;Barcelona;57;7;2024;3;26;4;V
8;Barcelona;19;Barcelona;57;7;2024;3;27;2;V
8;Barcelona;19;Barcelona;57;7;2024;3;28;1;V
8;Barcelona;19;Barcelona;57;7;2024;3;29;2;V
